,bedrooms,bathrooms,squarefeet,total_taxes_assessed,yearbuilt,taxamount,county
42506,4.0,3.0,2548.0,1091393.0,1957.0,12439.59,Los_Angeles
42507,4.0,2.5,1913.0,800000.0,1986.0,8617.72,Orange
42508,2.0,1.0,938.0,397616.0,1940.0,4781.09,Los_Angeles
42509,3.0,2.0,1586.0,232581.0,1947.0,2964.35,Los_Angeles
42511,5.0,4.0,4565.0,234406.0,1939.0,3063.81,Los_Angeles
42512,3.0,2.0,1303.0,191968.0,1953.0,2500.52,Los_Angeles
42513,4.0,3.0,3564.0,204935.0,1974.0,2092.5,Orange
42514,4.0,2.0,1687.0,397788.0,1962.0,4723.03,Los_Angeles
42515,3.0,1.0,1064.0,78348.0,1953.0,1189.81,Los_Angeles
42516,4.0,3.0,1815.0,285764.0,1957.0,3394.0,Los_Angeles
42517,2.0,1.0,962.0,208047.0,1948.0,2588.64,Orange
42518,3.0,3.0,3139.0,200152.0,1963.0,2693.9,Los_Angeles
42519,3.0,2.0,2080.0,1071503.0,1980.0,12072.6,Ventura
42520,3.0,2.5,1697.0,579000.0,2002.0,7548.64,Orange
42521,4.0,3.0,4409.0,951842.0,1977.0,11394.75,Los_Angeles
42522,4.0,3.0,2551.0,515165.0,2001.0,6132.36,Ventura
42523,2.0,2.0,1301.0,843958.0,1926.0,10007.33,Los_Angeles
42525,2.0,1.0,612.0,13820.0,1949.0,881.25,Los_Angeles
42526,3.0,2.0,1301.0,436557.0,1959.0,5085.36,Los_Angeles
42527,4.0,2.0,1867.0,522810.0,1972.0,6227.4,Orange
42528,3.0,3.0,1918.0,202843.0,2006.0,5000.17,Los_Angeles
42529,3.0,2.0,1452.0,219910.0,1953.0,2763.33,Los_Angeles
42530,3.0,2.0,1672.0,355554.0,1972.0,3610.14,Orange
42531,3.0,2.0,1835.0,685514.0,1985.0,7370.7,Orange
42532,3.0,2.0,1325.0,186355.0,1952.0,2346.4,Orange
42533,2.0,2.0,1113.0,403123.0,1924.0,4389.11,Los_Angeles
42534,4.0,2.5,2293.0,847934.0,1996.0,9815.94,Orange
42535,4.0,3.0,2351.0,806000.0,1961.0,9901.6,Los_Angeles
42536,4.0,4.0,3812.0,881185.0,1985.0,11309.18,Los_Angeles
42537,2.0,2.5,1379.0,513000.0,1989.0,5209.92,Orange
42538,2.0,1.0,824.0,115423.0,1925.0,1449.88,Los_Angeles
42540,4.0,4.5,3643.0,954000.0,1991.0,9672.52,Orange
42541,4.0,4.0,3262.0,737111.0,1905.0,8574.7,Los_Angeles
42542,2.0,2.5,1554.0,508347.0,1977.0,5735.64,Orange
42543,4.0,3.0,2453.0,648924.0,1987.0,6705.1,Orange
42545,3.0,2.0,1548.0,248736.0,1990.0,4026.02,Los_Angeles
42546,3.0,2.0,1579.0,338000.0,1940.0,4125.87,Los_Angeles
42549,4.0,2.0,1260.0,405800.0,1963.0,5292.63,Los_Angeles
42550,2.0,1.5,1234.0,664710.0,1964.0,6674.28,Orange
42552,2.0,1.0,1038.0,400362.0,1951.0,5457.51,Los_Angeles
42553,4.0,2.0,1510.0,197048.0,1923.0,2425.37,Los_Angeles
42555,2.0,1.5,1008.0,459221.0,1972.0,5227.58,Orange
42556,3.0,2.5,1804.0,288611.0,1965.0,3773.38,Orange
42557,2.0,1.0,1200.0,502000.0,1968.0,6653.73,Los_Angeles
42558,2.0,1.0,792.0,177306.0,1914.0,2396.38,Los_Angeles
42559,4.0,3.0,2777.0,773908.0,1940.0,9472.71,Los_Angeles
42560,4.0,2.0,1660.0,487341.0,1963.0,5514.16,Orange
42561,2.0,1.0,912.0,447439.0,1927.0,5497.45,Los_Angeles
42562,4.0,2.0,2128.0,732325.0,1969.0,8035.68,Orange
42563,3.0,1.0,1538.0,280224.0,1948.0,3495.33,Los_Angeles
42564,4.0,3.0,3259.0,378090.0,1980.0,4860.1,Los_Angeles
42565,3.0,2.5,1433.0,512589.0,1975.0,5388.96,Orange
42566,2.0,1.0,943.0,293000.0,1921.0,4019.73,Los_Angeles
42567,3.0,1.0,1121.0,541126.0,1957.0,6548.06,Los_Angeles
42568,2.0,1.0,950.0,190985.0,1926.0,2650.16,Los_Angeles
42569,4.0,3.5,2766.0,489135.0,1996.0,5231.92,Ventura
42570,4.0,3.5,3513.0,620739.0,1989.0,6342.56,Orange
42571,4.0,4.0,3882.0,605810.0,1984.0,7589.96,Los_Angeles
42572,3.0,1.0,1357.0,305856.0,1953.0,3964.91,Los_Angeles
42573,5.0,3.0,2143.0,555000.0,1954.0,6487.33,Los_Angeles
42574,3.0,3.0,2206.0,157069.0,1947.0,1977.33,Los_Angeles
42575,4.0,2.0,1382.0,365043.0,1954.0,4410.23,Los_Angeles
42576,3.0,2.0,1270.0,71170.0,1950.0,1211.29,Los_Angeles
42577,3.0,2.0,1237.0,40229.0,1926.0,529.89,Los_Angeles
42578,3.0,2.0,1206.0,38268.0,1950.0,883.36,Los_Angeles
42579,3.0,2.0,1606.0,551323.0,1940.0,6063.36,Los_Angeles
42580,4.0,3.0,1794.0,199252.0,1955.0,2544.17,Los_Angeles
42581,2.0,1.0,958.0,567654.0,1924.0,6714.45,Los_Angeles
42583,3.0,2.0,1215.0,88797.0,1957.0,1185.54,Los_Angeles
42584,4.0,2.0,1335.0,348924.0,1955.0,4359.07,Los_Angeles
42585,2.0,1.0,841.0,248527.0,1949.0,3301.53,Los_Angeles
42586,3.0,3.0,2081.0,686413.0,2001.0,7615.58,Orange
42587,3.0,2.0,1571.0,81128.0,1955.0,1185.28,Los_Angeles
42588,4.0,2.5,1470.0,453541.0,1981.0,4691.9,Orange
42589,3.0,2.0,1069.0,405630.0,1980.0,4198.24,Orange
42590,3.0,2.0,1956.0,116682.0,1956.0,1856.93,Los_Angeles
42591,2.0,2.0,1440.0,91085.0,1962.0,1201.32,Los_Angeles
42592,3.0,2.0,1186.0,52954.0,1957.0,1412.36,Los_Angeles
42594,3.0,1.0,1444.0,595430.0,1939.0,7157.43,Los_Angeles
42595,2.0,3.0,2617.0,648906.0,1992.0,7985.28,Los_Angeles
42596,3.0,2.0,2318.0,258508.0,1959.0,3428.24,Orange
42597,3.0,2.0,1578.0,78242.0,1962.0,1198.37,Los_Angeles
42598,4.0,2.5,2086.0,371880.0,1977.0,3841.72,Orange
42599,3.0,2.0,1266.0,407927.0,1950.0,4813.1,Los_Angeles
42600,4.0,3.0,1601.0,610963.0,1922.0,7352.35,Los_Angeles
42601,4.0,2.0,1201.0,38266.0,1955.0,1240.3,Los_Angeles
42602,2.0,2.0,1432.0,389613.0,1978.0,4064.98,Orange
42603,4.0,2.0,1222.0,332682.0,1955.0,4086.58,Orange
42604,3.0,2.0,1576.0,384780.0,1969.0,5248.75,Los_Angeles
42605,3.0,2.0,1446.0,65810.0,1949.0,1145.36,Los_Angeles
42606,4.0,2.5,2525.0,633074.0,2000.0,8902.96,Orange
42607,2.0,1.0,956.0,383147.0,1943.0,4496.8,Orange
42608,2.0,2.0,1270.0,86135.0,1986.0,1710.12,Los_Angeles
42609,3.0,3.0,1992.0,391179.0,1967.0,4833.77,Los_Angeles
42610,3.0,3.0,2244.0,233000.0,2005.0,4630.82,Los_Angeles
42611,2.0,1.0,1115.0,57108.0,1942.0,647.57,Los_Angeles
42612,4.0,2.0,1270.0,115098.0,1943.0,1435.17,Los_Angeles
42613,4.0,2.0,1612.0,69989.0,1964.0,1133.6,Ventura
42614,3.0,1.0,1003.0,96303.0,1957.0,1233.17,Los_Angeles
42615,2.0,2.0,1102.0,471075.0,1950.0,6037.21,Los_Angeles
42617,3.0,2.0,1592.0,78657.0,1969.0,856.08,Ventura
42618,2.0,1.0,1010.0,167043.0,1941.0,2021.94,Los_Angeles
42620,3.0,1.0,1014.0,211885.0,1950.0,2924.1,Los_Angeles
42621,2.0,1.0,876.0,54408.0,1950.0,856.65,Los_Angeles
42622,3.0,1.0,936.0,108776.0,1971.0,3952.73,Los_Angeles
42624,2.0,1.0,948.0,25832.0,1951.0,880.56,Los_Angeles
42625,3.0,2.0,2082.0,135748.0,1964.0,1800.34,Los_Angeles
42626,3.0,1.0,1379.0,287499.0,1952.0,3589.2,Los_Angeles
42627,3.0,2.0,1096.0,192591.0,1973.0,2455.42,Orange
42628,4.0,2.0,2290.0,371963.0,1953.0,4616.39,Los_Angeles
42629,2.0,2.0,1486.0,529456.0,1954.0,6416.02,Los_Angeles
42630,4.0,2.0,1615.0,283110.0,1971.0,3393.72,Ventura
42631,2.0,2.0,1661.0,64557.0,1955.0,956.12,Orange
42632,3.0,2.0,1360.0,106118.0,1973.0,1900.92,Los_Angeles
42633,3.0,2.0,988.0,441000.0,1953.0,5594.48,Los_Angeles
42634,2.0,1.0,1234.0,265215.0,1940.0,3199.73,Los_Angeles
42635,3.0,2.0,1776.0,450457.0,1956.0,5558.64,Orange
42636,4.0,2.0,1309.0,399447.0,1954.0,4673.38,Orange
42637,3.0,2.0,1841.0,119894.0,2006.0,2323.71,Los_Angeles
42638,4.0,2.0,1372.0,230415.0,1955.0,3068.41,Los_Angeles
42639,3.0,2.0,1830.0,196897.0,1962.0,2656.76,Los_Angeles
42642,3.0,2.5,1920.0,629264.0,1967.0,6942.26,Orange
42643,3.0,2.0,1712.0,477000.0,1966.0,6087.16,Los_Angeles
42644,4.0,3.0,2499.0,153255.0,1961.0,1932.18,Los_Angeles
42645,2.0,3.0,1640.0,235908.0,1969.0,3367.57,Los_Angeles
42646,3.0,1.0,1488.0,55453.0,1923.0,815.89,Los_Angeles
42647,4.0,2.0,1920.0,561559.0,1958.0,6283.5,Los_Angeles
42648,4.0,2.0,1604.0,517776.0,1961.0,6460.76,Los_Angeles
42649,3.0,2.0,1678.0,96043.0,1952.0,1265.33,Los_Angeles
42650,2.0,2.0,1517.0,129004.0,1941.0,2182.12,Orange
42651,3.0,2.5,2722.0,234556.0,1975.0,2480.02,Ventura
42652,3.0,1.0,1052.0,313852.0,1950.0,4138.67,Los_Angeles
42653,4.0,1.0,1784.0,567701.0,1920.0,7049.62,Los_Angeles
42654,4.0,3.0,2222.0,97704.0,1936.0,1360.87,Los_Angeles
42655,4.0,3.0,2380.0,129804.0,1965.0,1493.33,Los_Angeles
42656,3.0,1.0,1041.0,337666.0,1950.0,4320.73,Los_Angeles
42657,3.0,3.0,1708.0,434922.0,1984.0,5842.03,Los_Angeles
42658,3.0,3.5,3754.0,537158.0,1994.0,5553.48,Orange
42659,4.0,2.0,2074.0,128959.0,1968.0,1667.46,Orange
42660,2.0,2.0,1888.0,298489.0,1925.0,3680.45,Los_Angeles
42661,2.0,1.0,1012.0,164886.0,1920.0,1937.06,Ventura
42662,3.0,3.0,1789.0,358628.0,1936.0,4568.99,Los_Angeles
42663,2.0,1.0,864.0,301339.0,1947.0,3938.99,Los_Angeles
42664,4.0,3.0,5153.0,289504.0,1928.0,4170.71,Los_Angeles
42665,3.0,1.0,1594.0,100807.0,1927.0,1421.54,Los_Angeles
42666,4.0,2.0,1478.0,522943.0,1976.0,6476.1,Los_Angeles
42667,4.0,2.0,2690.0,371459.0,1951.0,4614.01,Los_Angeles
42668,4.0,2.5,2382.0,102992.0,1969.0,1585.36,Orange
42669,2.0,1.0,1388.0,201590.0,1918.0,2440.63,Los_Angeles
42670,5.0,3.0,1890.0,531919.0,1983.0,6911.88,Los_Angeles
42671,4.0,3.0,1893.0,569544.0,1971.0,5887.18,Orange
42672,4.0,2.0,1320.0,376000.0,1944.0,4683.98,Los_Angeles
42673,2.0,2.0,1314.0,374896.0,1939.0,4199.27,Los_Angeles
42675,3.0,3.0,2272.0,115334.0,1924.0,1531.39,Los_Angeles
42676,4.0,3.0,2407.0,964487.0,1942.0,11516.23,Los_Angeles
42677,3.0,1.0,979.0,25218.0,1940.0,560.98,Los_Angeles
42679,3.0,2.0,1963.0,742726.0,1959.0,8996.93,Los_Angeles
42680,3.0,2.0,2100.0,623317.0,1963.0,6546.2,Ventura
42681,3.0,2.0,1360.0,434035.0,1988.0,5528.11,Los_Angeles
42682,2.0,2.0,1443.0,129682.0,1956.0,1618.29,Los_Angeles
42683,5.0,3.0,2428.0,549242.0,1964.0,6342.88,Los_Angeles
42684,3.0,1.0,2060.0,378901.0,1924.0,4663.6,Los_Angeles
42685,5.0,6.0,4280.0,814987.0,1989.0,10017.43,Los_Angeles
42686,4.0,2.0,1738.0,65186.0,1957.0,1395.57,Los_Angeles
42687,3.0,1.0,1195.0,254572.0,1946.0,3069.82,Orange
42688,4.0,3.0,2949.0,1093000.0,2001.0,13227.98,Los_Angeles
42689,3.0,2.0,1767.0,90926.0,1959.0,1338.95,Los_Angeles
42690,3.0,2.0,1785.0,57314.0,1932.0,808.31,Los_Angeles
42691,3.0,2.0,1672.0,117911.0,1971.0,1822.22,Orange
42692,3.0,2.0,1544.0,66019.0,2001.0,1083.32,Los_Angeles
42693,3.0,2.0,1240.0,397620.0,1971.0,4590.6,Orange
42694,5.0,3.0,2696.0,460314.0,1947.0,6074.89,Los_Angeles
42695,4.0,3.0,1352.0,100562.0,1968.0,4803.41,Los_Angeles
42696,4.0,4.0,3152.0,669990.0,2014.0,13758.59,Los_Angeles
42697,4.0,3.0,2510.0,500389.0,1973.0,5174.62,Orange
42698,3.0,1.0,2093.0,1030000.0,1923.0,12441.51,Los_Angeles
42699,2.0,1.0,784.0,192012.0,1923.0,2323.29,Los_Angeles
42700,5.0,4.5,4219.0,1092041.0,1994.0,11412.2,Orange
42702,3.0,3.0,2923.0,1025000.0,2002.0,11226.12,Ventura
42703,2.0,2.0,1567.0,119239.0,1926.0,1506.14,Los_Angeles
42704,2.0,1.0,1148.0,435022.0,1950.0,5307.57,Los_Angeles
42705,3.0,2.0,1472.0,631485.0,1971.0,7371.86,Orange
42707,4.0,3.0,2430.0,859071.0,1995.0,11873.67,Los_Angeles
42708,4.0,2.0,1430.0,64145.0,1962.0,888.37,Los_Angeles
42709,2.0,1.0,768.0,97363.0,1923.0,1269.13,Los_Angeles
42710,4.0,3.0,1744.0,166437.0,1988.0,2893.42,Los_Angeles
42711,3.0,1.0,1330.0,435000.0,1939.0,5312.4,Los_Angeles
42712,3.0,2.0,1095.0,400032.0,1955.0,4752.42,Orange
42713,3.0,2.0,1062.0,61767.0,1944.0,1327.22,Los_Angeles
42714,4.0,1.5,1226.0,210685.0,1961.0,2716.62,Ventura
42715,4.0,3.5,2222.0,141394.0,1962.0,1867.44,Orange
42716,3.0,2.5,1597.0,336631.0,1955.0,3972.74,Orange
42717,4.0,2.0,1505.0,445000.0,1953.0,5682.98,Los_Angeles
42718,3.0,2.0,1406.0,272684.0,1956.0,3475.73,Los_Angeles
42719,3.0,2.0,1248.0,453000.0,1912.0,5512.44,Los_Angeles
42721,2.0,1.0,888.0,207307.0,1950.0,2720.62,Los_Angeles
42722,4.0,2.0,1832.0,823000.0,1935.0,9890.2,Los_Angeles
42723,4.0,3.0,3313.0,1081968.0,2003.0,11992.78,Orange
42724,2.0,1.5,1434.0,338075.0,1973.0,4263.3,Orange
42725,4.0,2.0,2167.0,556524.0,1965.0,6374.94,Orange
42726,3.0,2.0,1308.0,169691.0,1944.0,2293.17,Los_Angeles
42727,3.0,2.0,1876.0,368985.0,1972.0,4067.34,Ventura
42728,3.0,2.5,1848.0,537991.0,1985.0,5904.26,Orange
42729,3.0,2.5,2396.0,777000.0,1977.0,8894.2,Ventura
42731,2.0,1.0,1120.0,83000.0,1952.0,1120.11,Los_Angeles
42732,4.0,2.5,2049.0,80631.0,1963.0,1106.68,Orange
42733,4.0,3.0,2662.0,172684.0,1965.0,2337.84,Los_Angeles
42734,3.0,2.0,1396.0,86104.0,1950.0,1155.05,Los_Angeles
42735,3.0,2.0,1140.0,595666.0,1924.0,7210.72,Los_Angeles
42736,2.0,2.0,912.0,312261.0,1940.0,3894.71,Los_Angeles
42737,3.0,2.0,1126.0,397994.0,1921.0,4819.77,Los_Angeles
42739,2.0,1.0,995.0,714166.0,1948.0,7176.26,Orange
42740,3.0,3.0,1996.0,771369.0,1997.0,10786.84,Orange
42741,2.0,1.0,1279.0,736056.0,1939.0,8455.11,Los_Angeles
42742,2.0,1.0,991.0,20039.0,1915.0,312.96,Los_Angeles
42743,3.0,2.0,1345.0,217094.0,1987.0,3641.24,Los_Angeles
42744,4.0,2.0,1444.0,363038.0,1967.0,4643.65,Los_Angeles
42745,3.0,2.0,1381.0,229110.0,1949.0,2787.36,Los_Angeles
42746,2.0,1.0,1048.0,331986.0,1950.0,4353.05,Los_Angeles
42747,4.0,4.0,3082.0,837387.0,1980.0,10203.3,Los_Angeles
42748,3.0,2.0,1464.0,259844.0,1969.0,3462.0,Los_Angeles
42749,4.0,3.0,2058.0,503013.0,1961.0,6053.04,Los_Angeles
42750,4.0,5.0,3443.0,778204.0,1941.0,9731.23,Los_Angeles
42751,3.0,3.0,2384.0,772507.0,1979.0,9017.18,Los_Angeles
42753,4.0,2.0,1426.0,590095.0,1928.0,6770.82,Los_Angeles
42754,3.0,1.5,1495.0,235058.0,1956.0,2897.4,Orange
42755,4.0,4.0,3037.0,470122.0,1989.0,5786.01,Los_Angeles
42756,2.0,2.0,1319.0,305311.0,1954.0,4180.73,Los_Angeles
42757,3.0,2.0,1400.0,330558.0,1968.0,3922.98,Ventura
42758,3.0,2.0,1608.0,103502.0,1954.0,1479.33,Los_Angeles
42761,4.0,2.5,2037.0,218810.0,1980.0,2839.26,Ventura
42762,3.0,2.0,1300.0,90868.0,1955.0,1214.92,Los_Angeles
42763,4.0,3.0,2056.0,82378.0,1963.0,1144.17,Los_Angeles
42764,3.0,1.0,1227.0,403858.0,1953.0,4738.6,Orange
42765,2.0,2.0,1208.0,372791.0,1959.0,4664.93,Los_Angeles
42766,4.0,2.0,2740.0,588782.0,1914.0,7122.31,Los_Angeles
42767,1.0,1.0,516.0,93756.0,1926.0,1109.86,Los_Angeles
42768,2.0,1.0,950.0,289346.0,1972.0,3517.64,Orange
42769,3.0,1.0,1143.0,203466.0,1950.0,2528.75,Los_Angeles
42770,4.0,2.0,1986.0,752831.0,1969.0,9003.88,Los_Angeles
42771,3.0,2.0,1440.0,309881.0,1977.0,3884.52,Orange
42772,2.0,2.0,998.0,198185.0,1923.0,2251.84,Los_Angeles
42773,4.0,2.0,1281.0,228701.0,1956.0,2960.95,Los_Angeles
42774,2.0,1.0,1366.0,32874.0,1920.0,653.29,Los_Angeles
42775,4.0,3.0,2995.0,250762.0,1929.0,3001.56,Los_Angeles
42777,3.0,2.0,1108.0,92409.0,1940.0,1587.01,Los_Angeles
42778,4.0,2.0,1554.0,482028.0,1961.0,5137.16,Ventura
42779,1.0,3.0,3236.0,1082259.0,1988.0,12126.53,Los_Angeles
42780,2.0,2.0,2292.0,837688.0,1982.0,10207.35,Los_Angeles
42782,3.0,2.0,1183.0,621332.0,1954.0,7185.84,Los_Angeles
42783,4.0,2.0,1445.0,391611.0,1978.0,5170.64,Los_Angeles
42784,3.0,2.0,1241.0,70488.0,1958.0,1206.55,Los_Angeles
42785,3.0,2.0,1181.0,560222.0,1953.0,6431.14,Los_Angeles
42786,2.0,2.0,1511.0,776650.0,1936.0,9174.49,Los_Angeles
42787,3.0,3.0,1926.0,273021.0,1945.0,3530.51,Los_Angeles
42788,4.0,3.0,1469.0,234312.0,1973.0,2920.54,Orange
42789,4.0,2.0,1480.0,229034.0,1975.0,3364.77,Los_Angeles
42790,4.0,4.0,3595.0,865000.0,1979.0,10644.5,Los_Angeles
42791,4.0,2.0,1662.0,743438.0,1954.0,8491.1,Los_Angeles
42792,3.0,2.0,1964.0,588845.0,1957.0,7193.52,Los_Angeles
42793,3.0,1.0,1248.0,85931.0,1953.0,1904.43,Los_Angeles
42794,3.0,3.0,2081.0,160312.0,1989.0,2978.0,Los_Angeles
42795,2.0,1.0,720.0,238565.0,1939.0,3054.7,Orange
42796,4.0,3.0,1384.0,52759.0,1952.0,1020.69,Los_Angeles
42797,4.0,4.0,2583.0,684368.0,2011.0,8278.43,Los_Angeles
42798,4.0,3.0,1980.0,357611.0,2002.0,4474.82,Los_Angeles
42799,3.0,2.0,1635.0,634000.0,1983.0,6973.6,Ventura
42800,2.0,1.0,1140.0,61964.0,1927.0,871.7,Los_Angeles
42801,2.0,1.5,1087.0,289949.0,1971.0,3269.96,Orange
42802,4.0,2.0,1820.0,196900.0,1997.0,3309.57,Los_Angeles
42803,4.0,3.0,2238.0,802437.0,2014.0,8386.3,Orange
42804,2.0,1.5,1087.0,260058.0,1971.0,3033.38,Orange
42805,4.0,2.0,1647.0,969693.0,1944.0,11703.26,Los_Angeles
42806,2.0,1.0,964.0,60834.0,1936.0,828.86,Los_Angeles
42807,4.0,4.0,2092.0,610265.0,2007.0,7409.83,Los_Angeles
42808,2.0,2.5,1539.0,394506.0,1986.0,4603.26,Ventura
42810,3.0,2.0,1248.0,369282.0,1961.0,4729.61,Los_Angeles
42811,3.0,3.0,2335.0,464734.0,2012.0,8399.76,Los_Angeles
42812,3.0,2.0,1363.0,58559.0,1962.0,773.48,Los_Angeles
42813,3.0,2.0,1440.0,365807.0,1977.0,4690.34,Los_Angeles
42814,2.0,1.0,1118.0,81344.0,1948.0,1049.78,Los_Angeles
42815,3.0,1.5,1359.0,146295.0,1973.0,1857.66,Orange
42816,4.0,2.0,1354.0,285614.0,1964.0,3023.6,Ventura
42817,3.0,2.0,1507.0,395287.0,1976.0,5080.23,Los_Angeles
42818,4.0,3.0,1944.0,115529.0,1962.0,1732.9,Los_Angeles
42819,3.0,2.0,1356.0,68460.0,1960.0,1297.34,Orange
42820,4.0,2.0,1890.0,719696.0,1952.0,8198.36,Los_Angeles
42821,2.0,1.0,748.0,138000.0,1958.0,2231.05,Los_Angeles
42822,3.0,2.0,1399.0,542868.0,1976.0,6242.02,Orange
42823,4.0,1.5,1118.0,389613.0,1959.0,5023.9,Orange
42824,4.0,3.0,2427.0,819709.0,1964.0,8801.96,Ventura
42825,3.0,1.0,1581.0,153097.0,1947.0,2017.3,Los_Angeles
42826,3.0,2.5,1495.0,301860.0,1965.0,3689.12,Orange
42827,2.0,2.0,1330.0,403446.0,1947.0,4943.46,Los_Angeles
42828,3.0,1.0,1020.0,270811.0,1922.0,3323.58,Los_Angeles
42829,3.0,2.0,1080.0,147005.0,1944.0,1709.63,Los_Angeles
42830,3.0,2.0,1651.0,482242.0,1950.0,5891.83,Los_Angeles
42831,3.0,2.0,1236.0,246372.0,1969.0,2770.42,Ventura
42832,3.0,2.0,1720.0,350904.0,1972.0,3562.22,Orange
42833,3.0,2.0,2000.0,427490.0,1957.0,5318.02,Los_Angeles
42835,4.0,3.0,1720.0,112196.0,1956.0,2240.84,Los_Angeles
42836,4.0,3.0,2329.0,101017.0,1962.0,1611.37,Los_Angeles
42837,3.0,2.0,1378.0,130715.0,1965.0,1782.58,Los_Angeles
42839,3.0,2.0,1430.0,287011.0,1959.0,3635.71,Los_Angeles
42840,5.0,3.0,2972.0,106201.0,1916.0,1562.27,Los_Angeles
42841,3.0,1.0,975.0,355337.0,1971.0,4270.42,Ventura
42842,2.0,1.0,1234.0,57637.0,1929.0,777.75,Los_Angeles
42843,4.0,4.0,3963.0,754168.0,2012.0,13728.32,Los_Angeles
42844,4.0,3.0,2404.0,949584.0,1995.0,12649.55,Los_Angeles
42845,2.0,2.0,976.0,189000.0,1925.0,2408.83,Los_Angeles
42846,2.0,2.0,1152.0,409310.0,1960.0,4452.15,Los_Angeles
42847,3.0,2.0,1687.0,310048.0,1959.0,4097.23,Los_Angeles
42848,3.0,1.0,1063.0,58353.0,1951.0,1027.72,Los_Angeles
42849,3.0,2.0,1292.0,154828.0,1958.0,1987.72,Orange
42850,3.0,3.0,2645.0,851465.0,1932.0,10365.46,Los_Angeles
42851,2.0,1.0,1194.0,237995.0,1930.0,2753.93,Los_Angeles
42852,4.0,3.0,2540.0,362008.0,1983.0,4327.71,Los_Angeles
42853,3.0,1.0,1149.0,533000.0,1941.0,5923.36,Los_Angeles
42854,2.0,1.0,1316.0,300252.0,1912.0,3749.04,Los_Angeles
42855,4.0,2.0,1227.0,249650.0,1955.0,2996.62,Ventura
42856,3.0,1.0,846.0,354296.0,1940.0,4866.31,Los_Angeles
42857,4.0,2.0,1315.0,219844.0,1963.0,2791.37,Los_Angeles
42858,3.0,2.5,1969.0,924803.0,1989.0,10282.84,Orange
42859,5.0,2.5,3465.0,598369.0,2000.0,6798.46,Ventura
42860,2.0,3.0,2090.0,775000.0,1975.0,8556.25,Los_Angeles
42861,2.0,2.0,2408.0,153575.0,1942.0,2118.66,Los_Angeles
42862,4.0,3.0,2644.0,660622.0,1976.0,8027.13,Los_Angeles
42863,1.0,1.0,440.0,187241.0,1995.0,2287.47,Los_Angeles
42864,2.0,2.0,1369.0,865640.0,2001.0,9738.11,Los_Angeles
42865,4.0,2.0,1431.0,435614.0,1973.0,4852.84,Ventura
42866,4.0,3.0,2172.0,201720.0,2005.0,5098.5,Los_Angeles
42867,4.0,3.0,2154.0,654562.0,1977.0,6984.24,Ventura
42868,3.0,2.0,1800.0,930741.0,1966.0,10647.96,Los_Angeles
42869,2.0,2.0,1423.0,403190.0,1986.0,4230.18,Ventura
42870,1.0,1.0,584.0,182075.0,1912.0,2379.67,Los_Angeles
42871,1.0,1.0,550.0,181300.0,1929.0,2399.88,Los_Angeles
42872,3.0,2.0,1400.0,241917.0,1974.0,3254.93,Los_Angeles
42873,3.0,3.0,1994.0,363445.0,1986.0,4420.82,Los_Angeles
42874,2.0,1.0,1431.0,47050.0,1946.0,895.2,Los_Angeles
42875,3.0,2.0,1644.0,417759.0,1951.0,5140.48,Los_Angeles
42876,3.0,2.0,1813.0,87803.0,1955.0,233.88,Los_Angeles
42877,2.0,1.0,1196.0,221807.0,1923.0,2765.66,Los_Angeles
42878,2.0,1.0,850.0,714736.0,1938.0,8343.01,Los_Angeles
42879,3.0,2.0,1640.0,381849.0,1959.0,4074.34,Ventura
42880,2.0,2.5,1819.0,287719.0,1989.0,3850.06,Orange
42881,4.0,2.5,2194.0,540921.0,1972.0,5700.34,Orange
42882,4.0,3.0,1668.0,406418.0,1947.0,4917.33,Los_Angeles
42884,2.0,1.0,930.0,300000.0,1922.0,3822.96,Los_Angeles
42886,4.0,3.0,2127.0,606991.0,1948.0,7411.9,Los_Angeles
42887,2.0,1.0,1255.0,36401.0,1925.0,519.68,Los_Angeles
42888,2.0,1.0,990.0,496000.0,1931.0,5977.76,Los_Angeles
42889,3.0,2.0,1095.0,315465.0,1955.0,3743.72,Orange
42890,4.0,3.0,1641.0,630542.0,1946.0,7520.87,Los_Angeles
42891,3.0,2.5,1879.0,538811.0,1989.0,5471.1,Orange
42892,4.0,3.0,2481.0,167448.0,1969.0,2214.55,Los_Angeles
42893,4.0,3.0,2293.0,93871.0,1965.0,1354.9,Orange
42894,3.0,2.0,1988.0,690765.0,1941.0,8496.48,Los_Angeles
42895,4.0,3.0,2168.0,334197.0,1987.0,7109.36,Los_Angeles
42896,3.0,2.0,1257.0,251608.0,1987.0,3791.85,Los_Angeles
42897,4.0,2.0,1782.0,76995.0,1961.0,1085.64,Los_Angeles
42898,4.0,3.0,2114.0,586601.0,1984.0,7187.42,Los_Angeles
42899,4.0,4.0,4062.0,359500.0,1967.0,4578.98,Los_Angeles
42900,3.0,2.0,1945.0,105989.0,1960.0,1437.9,Los_Angeles
42902,2.0,1.0,1023.0,85045.0,1953.0,1700.84,Los_Angeles
42903,3.0,2.0,1583.0,491000.0,1967.0,6456.72,Los_Angeles
42904,3.0,3.0,3437.0,348000.0,2005.0,7405.11,Los_Angeles
42905,3.0,3.0,1630.0,216892.0,1956.0,2804.64,Orange
42906,2.0,1.0,779.0,141748.0,1910.0,1839.75,Los_Angeles
42907,4.0,3.0,3191.0,845887.0,1981.0,10392.18,Los_Angeles
